left,top,width,height,ca,no,tr,fr
0,312,948,342,airplane,6,rxminus,37
5,87,1009,757,airplane,6,rxminus,43
3,0,1174,1006,airplane,6,rxminus,49
0,208,1018,708,airplane,6,rxminus,55
0,341,998,302,airplane,6,rxminus,61
0,192,1015,469,airplane,6,rxminus,67
12,224,1022,424,airplane,6,rxminus,73
24,0,1004,795,airplane,6,rxminus,79
3,25,1007,905,airplane,6,rxminus,85
9,32,1019,914,airplane,6,rxminus,91
3,227,1047,628,airplane,6,rxminus,97
3,288,1077,354,airplane,6,rxminus,103
53,267,1073,382,airplane,6,rxminus,109
34,102,1030,637,airplane,6,rxminus,115
41,1,998,916,airplane,6,rxminus,121
73,84,1017,780,airplane,6,rxminus,127
127,298,881,502,airplane,6,rxminus,133
174,307,942,335,airplane,6,rxminus,139
282,212,970,338,airplane,6,rxminus,145
187,322,846,263,airplane,6,rxplus,1
161,366,887,333,airplane,6,rxplus,7
251,356,788,554,airplane,6,rxplus,13
297,331,699,656,airplane,6,rxplus,19
281,375,759,505,airplane,6,rxplus,25
271,584,718,214,airplane,6,rxplus,31
291,567,742,307,airplane,6,rxplus,37
269,488,768,406,airplane,6,rxplus,43
341,467,664,611,airplane,6,rxplus,49
349,429,693,612,airplane,6,rxplus,55
340,570,725,345,airplane,6,rxplus,61
260,591,810,222,airplane,6,rxplus,67
189,373,901,403,airplane,6,rxplus,73
265,335,784,523,airplane,6,rxplus,79
276,187,735,691,airplane,6,rxplus,85
176,147,1001,699,airplane,6,rxplus,91
175,327,866,346,airplane,6,rxplus,97
247,410,761,210,airplane,6,rxplus,103
232,315,735,486,airplane,6,rxplus,109
256,178,736,684,airplane,6,rxplus,115
219,292,877,455,airplane,6,rxplus,121
309,456,794,245,airplane,6,rxplus,127
309,397,825,260,airplane,6,rxplus,133
150,230,1027,425,airplane,6,ryminus,1
250,162,812,442,airplane,6,ryminus,7
218,41,723,694,airplane,6,ryminus,13
453,2,303,745,airplane,6,ryminus,19
342,0,481,679,airplane,6,ryminus,25
230,126,769,371,airplane,6,ryminus,31
266,190,775,490,airplane,6,ryminus,37
495,103,416,838,airplane,6,ryminus,43
533,127,279,842,airplane,6,ryminus,49
339,58,569,751,airplane,6,ryminus,55
254,140,799,621,airplane,6,ryminus,61
165,278,763,248,airplane,6,ryminus,67
90,152,1043,451,airplane,6,ryminus,73
170,165,874,378,airplane,6,ryminus,79
458,11,444,783,airplane,6,ryminus,85
477,103,483,846,airplane,6,ryminus,91
218,412,755,413,airplane,6,ryminus,97
38,325,890,333,airplane,6,ryminus,103
190,233,781,408,airplane,6,ryminus,109
428,234,508,686,airplane,6,ryminus,115
565,182,333,841,airplane,6,ryminus,121
347,255,720,602,airplane,6,ryminus,127
132,266,1001,379,airplane,6,ryminus,133
101,374,855,257,airplane,6,ryplus,1
63,370,931,293,airplane,6,ryplus,7
119,277,714,398,airplane,6,ryplus,13
169,93,562,756,airplane,6,ryplus,19
346,101,326,895,airplane,6,ryplus,25
243,189,559,776,airplane,6,ryplus,31
54,233,863,552,airplane,6,ryplus,37
2,310,907,264,airplane,6,ryplus,43
40,340,874,301,airplane,6,ryplus,49
88,313,809,502,airplane,6,ryplus,55
343,97,471,823,airplane,6,ryplus,61
411,33,436,865,airplane,6,ryplus,67
142,145,764,538,airplane,6,ryplus,73
63,330,909,274,airplane,6,ryplus,79
88,267,876,455,airplane,6,ryplus,85
148,174,689,657,airplane,6,ryplus,91
362,74,352,926,airplane,6,ryplus,97
310,240,603,473,airplane,6,ryplus,103
132,451,713,250,airplane,6,ryplus,109
71,229,672,646,airplane,6,ryplus,115
413,97,291,934,airplane,6,ryplus,121
358,245,599,642,airplane,6,ryplus,127
231,267,853,386,airplane,6,ryplus,133
302,409,765,292,airplane,6,rzminus,1
332,458,714,285,airplane,6,rzminus,7
347,517,701,274,airplane,6,rzminus,13
175,458,749,300,airplane,6,rzminus,19
112,497,828,396,airplane,6,rzminus,25
46,592,802,241,airplane,6,rzminus,31
43,579,845,247,airplane,6,rzminus,37
123,623,785,210,airplane,6,rzminus,43
218,617,638,219,airplane,6,rzminus,49
280,629,650,226,airplane,6,rzminus,55
116,636,788,228,airplane,6,rzminus,61
110,561,911,322,airplane,6,rzminus,67
336,637,627,218,airplane,6,rzminus,73
232,668,683,250,airplane,6,rzminus,79
60,612,742,214,airplane,6,rzminus,85
7,626,845,216,airplane,6,rzminus,91
56,618,843,251,airplane,6,rzminus,97
187,631,696,271,airplane,6,rzminus,103
140,628,653,232,airplane,6,rzminus,109
150,597,724,247,airplane,6,rzminus,115
43,600,835,273,airplane,6,rzminus,121
152,665,786,229,airplane,6,rzminus,127
169,670,805,265,airplane,6,rzminus,133
0,332,1002,335,airplane,6,rzplus,1
0,334,1025,346,airplane,6,rzplus,7
14,297,1063,460,airplane,6,rzplus,13
101,475,870,328,airplane,6,rzplus,19
113,525,682,246,airplane,6,rzplus,25
62,522,825,294,airplane,6,rzplus,31
0,475,990,266,airplane,6,rzplus,37
0,460,877,297,airplane,6,rzplus,43
27,579,975,193,airplane,6,rzplus,49
118,509,976,297,airplane,6,rzplus,55
247,538,926,310,airplane,6,rzplus,61
268,441,922,386,airplane,6,rzplus,67
193,512,939,312,airplane,6,rzplus,73
204,515,870,325,airplane,6,rzplus,79
277,540,807,377,airplane,6,rzplus,85
192,558,810,266,airplane,6,rzplus,91
128,514,1037,275,airplane,6,rzplus,97
178,536,828,286,airplane,6,rzplus,103
195,558,769,300,airplane,6,rzplus,109
292,547,823,362,airplane,6,rzplus,115
446,543,733,309,airplane,6,rzplus,121
338,532,855,387,airplane,6,rzplus,127
212,0,1708,508,airplane,7,rxminus,1
257,21,1641,387,airplane,7,rxminus,7
168,0,1699,404,airplane,7,rxminus,13
269,3,1447,566,airplane,7,rxminus,19
117,0,1646,997,airplane,7,rxminus,25
250,3,1669,482,airplane,7,rxminus,31
375,0,1545,1011,airplane,7,rxminus,37
272,3,1648,1077,airplane,7,rxminus,43
289,0,1631,895,airplane,7,rxminus,49
331,24,1589,533,airplane,7,rxminus,55
298,0,1622,449,airplane,7,rxminus,61
343,0,1519,812,airplane,7,rxminus,67
408,0,1510,969,airplane,7,rxminus,73
464,2,1456,521,airplane,7,rxminus,79
633,0,1287,1076,airplane,7,rxminus,85
694,3,1223,863,airplane,7,rxminus,91
672,7,1246,824,airplane,7,rxminus,97
691,88,1229,636,airplane,7,rxminus,103
711,178,1209,523,airplane,7,rxminus,109
633,163,1287,331,airplane,7,rxminus,115
463,148,1060,343,airplane,7,rxplus,1
480,150,981,351,airplane,7,rxplus,7
456,0,1111,814,airplane,7,rxplus,13
465,0,1112,617,airplane,7,rxplus,19
494,189,1135,870,airplane,7,rxplus,25
480,18,1136,1041,airplane,7,rxplus,31
517,393,1187,517,airplane,7,rxplus,37
537,529,1089,369,airplane,7,rxplus,43
512,492,1121,416,airplane,7,rxplus,49
522,384,1182,303,airplane,7,rxplus,55
506,0,1299,674,airplane,7,rxplus,61
542,1,1357,750,airplane,7,rxplus,67
521,16,1310,766,airplane,7,rxplus,73
593,1,1235,789,airplane,7,rxplus,79
585,2,1171,547,airplane,7,rxplus,85
539,52,1253,556,airplane,7,rxplus,91
564,0,1214,900,airplane,7,rxplus,97
544,1,1240,760,airplane,7,rxplus,103
581,177,1191,393,airplane,7,rxplus,109
599,170,1214,576,airplane,7,rxplus,115
626,15,1241,725,airplane,7,rxplus,121
629,138,1115,426,airplane,7,ryminus,1
547,0,1001,543,airplane,7,ryminus,7
921,0,476,844,airplane,7,ryminus,13
949,1,688,730,airplane,7,ryminus,19
927,6,962,567,airplane,7,ryminus,25
551,0,1369,515,airplane,7,ryminus,31
838,0,806,918,airplane,7,ryminus,37
911,0,597,899,airplane,7,ryminus,43
648,3,879,712,airplane,7,ryminus,49
788,3,849,461,airplane,7,ryminus,55
738,10,831,471,airplane,7,ryminus,61
801,0,561,674,airplane,7,ryminus,67
602,13,725,714,airplane,7,ryminus,73
644,0,696,677,airplane,7,ryminus,79
640,63,835,326,airplane,7,ryminus,85
726,0,733,477,airplane,7,ryminus,91
1050,0,286,756,airplane,7,ryminus,97
954,0,512,840,airplane,7,ryminus,103
999,0,597,707,airplane,7,ryminus,109
771,0,817,547,airplane,7,ryminus,115
735,100,925,320,airplane,7,ryminus,121
737,210,912,230,airplane,7,ryminus,127
813,77,1024,362,airplane,7,ryplus,1
598,20,1154,475,airplane,7,ryplus,7
597,0,848,778,airplane,7,ryplus,13
873,0,502,883,airplane,7,ryplus,19
795,3,472,739,airplane,7,ryplus,25
525,112,1163,549,airplane,7,ryplus,31
659,66,1084,481,airplane,7,ryplus,37
575,0,912,701,airplane,7,ryplus,43
1066,0,230,738,airplane,7,ryplus,49
888,0,667,740,airplane,7,ryplus,55
915,5,665,602,airplane,7,ryplus,61
800,5,1013,557,airplane,7,ryplus,67
675,204,1132,415,airplane,7,ryplus,73
874,62,743,917,airplane,7,ryplus,79
1135,14,272,969,airplane,7,ryplus,85
1198,8,370,838,airplane,7,ryplus,91
659,289,1224,580,airplane,7,ryplus,97
847,0,783,873,airplane,7,ryplus,103
1072,0,339,772,airplane,7,ryplus,109
969,1,367,607,airplane,7,ryplus,115
659,0,1032,468,airplane,7,ryplus,121
776,153,882,296,airplane,7,ryplus,127
524,198,1396,515,airplane,7,rzminus,1
456,226,941,522,airplane,7,rzminus,7
173,212,1206,389,airplane,7,rzminus,13
293,197,987,447,airplane,7,rzminus,19
62,341,1135,443,airplane,7,rzminus,25
151,126,1194,455,airplane,7,rzminus,31
841,335,451,271,airplane,7,rzminus,37
617,295,609,443,airplane,7,rzminus,43
271,227,1341,552,airplane,7,rzminus,49
340,126,1423,564,airplane,7,rzminus,55
420,137,1185,507,airplane,7,rzminus,61
637,276,647,468,airplane,7,rzminus,67
471,271,1111,383,airplane,7,rzminus,73
382,327,963,317,airplane,7,rzminus,79
271,317,1111,373,airplane,7,rzminus,85
517,343,1095,352,airplane,7,rzminus,91
610,282,994,435,airplane,7,rzminus,97
845,254,820,533,airplane,7,rzminus,103
356,397,1454,531,airplane,7,rzminus,109
354,324,1352,524,airplane,7,rzminus,115
440,351,1298,483,airplane,7,rzminus,121
675,315,955,342,airplane,7,rzplus,1
610,347,976,337,airplane,7,rzplus,7
604,281,1020,365,airplane,7,rzplus,13
757,331,892,333,airplane,7,rzplus,19
611,393,983,301,airplane,7,rzplus,25
642,392,1278,370,airplane,7,rzplus,31
568,350,1347,381,airplane,7,rzplus,37
616,205,1304,499,airplane,7,rzplus,43
689,285,1231,434,airplane,7,rzplus,49
386,80,1414,689,airplane,7,rzplus,55
610,262,1305,511,airplane,7,rzplus,61
780,245,1136,613,airplane,7,rzplus,67
631,204,1145,490,airplane,7,rzplus,73
568,246,1202,477,airplane,7,rzplus,79
544,393,1213,353,airplane,7,rzplus,85
686,504,953,401,airplane,7,rzplus,91
667,459,1076,485,airplane,7,rzplus,97
570,217,1350,625,airplane,7,rzplus,103
567,257,1353,516,airplane,7,rzplus,109
695,515,1223,565,airplane,7,rzplus,115
887,475,1031,448,airplane,7,rzplus,121
630,339,1194,515,airplane,7,rzplus,127
413,443,1022,379,airplane,8,rxminus,1
463,380,778,262,airplane,8,rxminus,7
481,288,724,404,airplane,8,rxminus,13
441,176,683,639,airplane,8,rxminus,19
456,209,743,686,airplane,8,rxminus,25
475,363,728,426,airplane,8,rxminus,31
450,410,749,229,airplane,8,rxminus,37
351,226,970,558,airplane,8,rxminus,43
486,143,681,713,airplane,8,rxminus,49
449,140,759,768,airplane,8,rxminus,55
484,214,730,592,airplane,8,rxminus,61
503,383,665,239,airplane,8,rxminus,67
464,333,703,225,airplane,8,rxminus,73
451,181,693,483,airplane,8,rxminus,79
422,129,752,669,airplane,8,rxminus,85
425,197,723,668,airplane,8,rxminus,91
344,280,1034,540,airplane,8,rxminus,97
402,423,811,142,airplane,8,rxminus,103
424,256,712,500,airplane,8,rxminus,109
410,91,855,745,airplane,8,rxminus,115
392,137,766,709,airplane,8,rxminus,121
407,314,769,315,airplane,8,rxminus,127
466,389,658,169,airplane,8,rxminus,133
509,573,855,194,airplane,8,rxplus,1
507,564,824,188,airplane,8,rxplus,7
481,464,860,392,airplane,8,rxplus,13
524,297,783,733,airplane,8,rxplus,19
484,272,858,788,airplane,8,rxplus,25
486,312,756,678,airplane,8,rxplus,31
503,547,806,286,airplane,8,rxplus,37
524,487,703,495,airplane,8,rxplus,43
482,292,700,684,airplane,8,rxplus,49
505,380,708,416,airplane,8,rxplus,55
572,538,645,198,airplane,8,rxplus,61
512,341,698,644,airplane,8,rxplus,67
438,269,783,756,airplane,8,rxplus,73
518,462,680,387,airplane,8,rxplus,79
516,586,699,175,airplane,8,rxplus,85
497,482,712,473,airplane,8,rxplus,91
513,307,701,667,airplane,8,rxplus,97
491,242,750,687,airplane,8,rxplus,103
551,386,670,379,airplane,8,rxplus,109
494,480,745,232,airplane,8,rxplus,115
516,514,700,181,airplane,8,rxplus,121
581,498,661,193,airplane,8,rxplus,127
490,447,745,162,airplane,8,ryminus,1
578,409,636,236,airplane,8,ryminus,7
614,266,514,466,airplane,8,ryminus,13
722,143,224,661,airplane,8,ryminus,19
607,131,325,636,airplane,8,ryminus,25
461,325,512,277,airplane,8,ryminus,31
455,380,676,166,airplane,8,ryminus,37
602,302,470,326,airplane,8,ryminus,43
627,227,388,654,airplane,8,ryminus,49
774,210,239,599,airplane,8,ryminus,55
641,363,131,192,airplane,8,ryminus,61
640,403,524,151,airplane,8,ryminus,67
540,364,706,204,airplane,8,ryminus,73
686,196,501,429,airplane,8,ryminus,79
793,136,302,638,airplane,8,ryminus,85
720,178,291,714,airplane,8,ryminus,91
475,259,692,471,airplane,8,ryminus,97
465,404,754,200,airplane,8,ryminus,103
558,263,593,393,airplane,8,ryminus,109
720,193,290,715,airplane,8,ryminus,115
762,268,241,693,airplane,8,ryminus,121
539,407,644,267,airplane,8,ryminus,127
389,306,712,158,airplane,8,ryminus,133
516,473,649,150,airplane,8,ryplus,1
493,464,661,186,airplane,8,ryplus,7
466,474,651,126,airplane,8,ryplus,13
505,340,499,384,airplane,8,ryplus,19
629,192,245,648,airplane,8,ryplus,25
681,194,218,622,airplane,8,ryplus,31
494,248,588,458,airplane,8,ryplus,37
568,438,594,120,airplane,8,ryplus,43
483,369,563,232,airplane,8,ryplus,49
552,190,361,513,airplane,8,ryplus,55
673,134,119,596,airplane,8,ryplus,61
624,166,376,555,airplane,8,ryplus,67
581,376,583,276,airplane,8,ryplus,73
720,421,425,210,airplane,8,ryplus,79
679,377,255,362,airplane,8,ryplus,85
717,125,154,667,airplane,8,ryplus,91
616,276,498,326,airplane,8,ryplus,97
607,399,539,245,airplane,8,ryplus,103
676,395,300,317,airplane,8,ryplus,109
720,147,177,492,airplane,8,ryplus,115
652,282,447,495,airplane,8,ryplus,121
517,405,636,188,airplane,8,ryplus,127
568,443,666,205,airplane,8,ryplus,133
538,436,720,203,airplane,8,rzminus,1
544,439,709,154,airplane,8,rzminus,7
561,449,687,140,airplane,8,rzminus,13
542,421,715,289,airplane,8,rzminus,19
537,443,674,136,airplane,8,rzminus,25
612,419,622,229,airplane,8,rzminus,31
598,434,619,247,airplane,8,rzminus,37
493,462,615,124,airplane,8,rzminus,43
445,495,681,139,airplane,8,rzminus,49
424,386,701,287,airplane,8,rzminus,55
472,483,677,143,airplane,8,rzminus,61
457,419,742,223,airplane,8,rzminus,67
514,417,720,179,airplane,8,rzminus,73
480,452,683,161,airplane,8,rzminus,79
411,417,700,227,airplane,8,rzminus,85
381,370,891,257,airplane,8,rzminus,91
451,443,741,237,airplane,8,rzminus,97
510,441,665,142,airplane,8,rzminus,103
378,394,838,240,airplane,8,rzminus,109
530,419,666,204,airplane,8,rzminus,115
647,446,689,190,airplane,8,rzminus,121
621,405,645,221,airplane,8,rzminus,127
569,356,699,173,airplane,8,rzplus,1
482,378,805,186,airplane,8,rzplus,7
525,375,709,302,airplane,8,rzplus,13
607,425,584,161,airplane,8,rzplus,19
499,448,691,84,airplane,8,rzplus,25
487,383,641,184,airplane,8,rzplus,31
522,367,743,186,airplane,8,rzplus,37
478,390,744,175,airplane,8,rzplus,43
504,380,744,192,airplane,8,rzplus,49
508,380,777,188,airplane,8,rzplus,55
558,380,779,200,airplane,8,rzplus,61
608,339,754,273,airplane,8,rzplus,67
589,445,736,129,airplane,8,rzplus,73
563,431,659,164,airplane,8,rzplus,79
550,441,689,184,airplane,8,rzplus,85
447,440,677,114,airplane,8,rzplus,91
467,439,765,136,airplane,8,rzplus,97
466,347,736,219,airplane,8,rzplus,103
465,414,744,225,airplane,8,rzplus,109
436,415,856,210,airplane,8,rzplus,115
656,442,695,136,airplane,8,rzplus,121
587,386,810,269,airplane,8,rzplus,127
681,515,310,174,airplane,9,rxminus,1
837,511,331,146,airplane,9,rxminus,7
772,412,314,279,airplane,9,rxminus,13
731,477,308,205,airplane,9,rxminus,19
627,482,461,166,airplane,9,rxminus,25
627,482,489,250,airplane,9,rxminus,31
701,460,340,246,airplane,9,rxminus,37
616,399,448,324,airplane,9,rxminus,43
686,423,337,276,airplane,9,rxminus,49
701,461,329,159,airplane,9,rxminus,55
683,444,345,191,airplane,9,rxminus,61
663,416,326,219,airplane,9,rxminus,67
675,415,282,304,airplane,9,rxminus,73
659,437,384,247,airplane,9,rxminus,79
676,454,325,134,airplane,9,rxminus,85
694,365,316,318,airplane,9,rxminus,91
682,362,333,308,airplane,9,rxminus,97
597,311,436,354,airplane,9,rxminus,103
651,377,419,293,airplane,9,rxminus,109
599,404,323,176,airplane,9,rxminus,115
537,434,439,216,airplane,9,rxminus,121
688,323,309,151,airplane,9,rxplus,1
761,305,308,217,airplane,9,rxplus,7
737,275,304,298,airplane,9,rxplus,13
765,311,251,276,airplane,9,rxplus,19
679,355,357,156,airplane,9,rxplus,25
719,363,308,187,airplane,9,rxplus,31
721,316,253,288,airplane,9,rxplus,37
712,310,318,269,airplane,9,rxplus,43
686,330,323,174,airplane,9,rxplus,49
665,360,352,139,airplane,9,rxplus,55
691,296,334,291,airplane,9,rxplus,61
730,329,287,265,airplane,9,rxplus,67
671,400,316,124,airplane,9,rxplus,73
694,365,273,204,airplane,9,rxplus,79
661,329,282,310,airplane,9,rxplus,85
671,299,327,276,airplane,9,rxplus,91
686,307,300,238,airplane,9,rxplus,97
695,331,328,195,airplane,9,rxplus,103
676,361,308,154,airplane,9,rxplus,109
438,266,479,235,airplane,9,rxplus,115
692,289,315,168,airplane,9,ryminus,1
788,225,414,296,airplane,9,ryminus,7
802,157,266,354,airplane,9,ryminus,13
784,148,226,384,airplane,9,ryminus,19
671,145,475,474,airplane,9,ryminus,25
723,282,283,135,airplane,9,ryminus,31
716,244,423,262,airplane,9,ryminus,37
740,209,274,321,airplane,9,ryminus,43
835,111,138,318,airplane,9,ryminus,49
826,106,226,338,airplane,9,ryminus,55
750,221,312,240,airplane,9,ryminus,61
745,269,331,155,airplane,9,ryminus,67
708,227,292,256,airplane,9,ryminus,73
720,240,197,329,airplane,9,ryminus,79
754,259,145,276,airplane,9,ryminus,85
730,229,326,250,airplane,9,ryminus,91
751,273,268,134,airplane,9,ryminus,97
745,213,208,306,airplane,9,ryminus,103
744,149,221,383,airplane,9,ryminus,109
701,234,364,282,airplane,9,ryminus,115
737,315,310,146,airplane,9,ryminus,121
725,408,250,102,airplane,9,ryplus,1
748,386,272,201,airplane,9,ryplus,7
795,351,115,347,airplane,9,ryplus,13
721,409,250,271,airplane,9,ryplus,19
727,408,328,159,airplane,9,ryplus,25
669,340,367,253,airplane,9,ryplus,31
666,298,313,228,airplane,9,ryplus,37
759,321,195,296,airplane,9,ryplus,43
818,278,147,351,airplane,9,ryplus,49
764,355,269,171,airplane,9,ryplus,55
679,383,353,149,airplane,9,ryplus,61
703,309,324,272,airplane,9,ryplus,67
824,317,167,333,airplane,9,ryplus,73
793,317,177,358,airplane,9,ryplus,79
734,343,312,186,airplane,9,ryplus,85
695,287,456,249,airplane,9,ryplus,91
732,285,326,221,airplane,9,ryplus,97
835,241,196,304,airplane,9,ryplus,103
809,215,154,282,airplane,9,ryplus,109
791,352,221,156,airplane,9,ryplus,115
689,324,325,167,airplane,9,ryplus,121
697,449,321,161,airplane,9,rzminus,1
744,409,321,166,airplane,9,rzminus,7
696,386,278,136,airplane,9,rzminus,13
676,402,265,143,airplane,9,rzminus,19
726,410,211,131,airplane,9,rzminus,25
558,355,436,210,airplane,9,rzminus,31
612,385,426,180,airplane,9,rzminus,37
623,413,331,167,airplane,9,rzminus,43
614,446,324,136,airplane,9,rzminus,49
606,422,386,170,airplane,9,rzminus,55
683,409,329,153,airplane,9,rzminus,61
671,385,352,195,airplane,9,rzminus,67
642,409,300,145,airplane,9,rzminus,73
726,392,256,155,airplane,9,rzminus,79
671,398,270,124,airplane,9,rzminus,85
635,363,323,138,airplane,9,rzminus,91
688,350,294,131,airplane,9,rzminus,97
710,325,279,147,airplane,9,rzminus,103
739,323,302,156,airplane,9,rzminus,109
709,335,343,129,airplane,9,rzminus,115
599,288,467,265,airplane,9,rzminus,121
688,316,353,161,airplane,9,rzminus,127
751,335,309,170,airplane,9,rzplus,1
811,351,317,186,airplane,9,rzplus,7
780,354,294,97,airplane,9,rzplus,13
792,396,306,109,airplane,9,rzplus,19
781,367,310,216,airplane,9,rzplus,25
720,340,358,163,airplane,9,rzplus,31
738,325,303,154,airplane,9,rzplus,37
729,302,345,201,airplane,9,rzplus,43
765,313,324,127,airplane,9,rzplus,49
737,354,312,119,airplane,9,rzplus,55
720,354,311,157,airplane,9,rzplus,61
732,332,370,152,airplane,9,rzplus,67
766,315,265,163,airplane,9,rzplus,73
724,336,348,200,airplane,9,rzplus,79
715,385,421,156,airplane,9,rzplus,85
702,319,314,198,airplane,9,rzplus,91
747,355,335,146,airplane,9,rzplus,97
